Project ID,Project Status,Project Name,Project Address,Project Sponsor,Total Units,Total Beds,Affordable Units,Affordable Beds,Single Room Occupancy Units,Studio Units,1 Bedroom Units,2 Bedroom Units,3 Bedroom Units,4 Bedroom Units,5 Bedroom or Larger Units,Units at 20% AMI,Units at 30% AMI,Units at 50% AMI,Units at 60% AMI,Units at 80% AMI,Units at 120% AMI,Units Greater Than 120% AMI,LOSP Units,LOSP Funder,Neighborhood,Supervisor District,Project Location
1,Operational,Asian Women's Shelter,"0 Confidential, San Francisco, CA 00000",Mei Fong And Associates,5,16,0,16,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,, , ,
2,Operational,Brennan House,"0 Confidential, San Francisco, CA 00000",St. Vincent De Paul Society,15,0,15,0,15,0,0,0,0,0,0,0,0,3,12,0,0,0,0,, , ,
3,Operational,Mercy Family Plaza,"1509 Hayes St, San Francisco, CA 94117",Mercy Housing California,36,0,22,0,0,3,6,8,5,0,0,0,0,0,0,22,0,0,0,,Lone Mountain/USF,5,"(37.774496, -122.441288)"
5,Operational,Market Heights,"1000 Tompkins Ave, San Francisco, CA 94110",Bernal Heights Neighborhood Center,46,0,45,0,0,0,6,16,22,1,0,0,0,22,23,0,0,0,0,,Bernal Heights,9,"(37.736843, -122.410377)"
6,Operational,San Cristina,"1000 Market St, San Francisco, CA 94102",Community Housing Partnership,58,0,58,0,58,0,0,0,0,0,0,0,0,0,0,58,0,0,0,,Tenderloin,6,"(37.782277, -122.410379)"
9,Operational,Juan Pifarre Plaza,"1010 South Van Ness, San Francisco, CA 94110",Mission Housing Development Corporation,30,0,29,0,0,0,3,8,14,4,0,0,0,14,15,0,0,0,0,,Mission,9,"(37.757115, -122.41676)"
10,Operational,Hotel Parkview,"102 South Park, San Francisco, CA 94107",Mission Housing Development Corporation,40,0,40,0,36,4,0,0,0,0,0,0,32,8,0,0,0,0,0,,Financial District,6,"(37.781481, -122.393912)"
11,Operational,Veterans Academy,"1030 Girard Rd, San Francisco, CA 94129",Swords To Plowshares,108,0,100,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,,Presidio,2,"(37.801983, -122.453058)"
12,Operational,Mary Elizabeth Inn,"1040 Bush St, San Francisco, CA 94109",Mary Elizabeth Inn,92,0,88,0,88,0,0,0,0,0,0,0,30,58,0,0,0,0,0,,Nob Hill,3,"(37.789502, -122.414432)"
13,Operational,Abel Gonzales Apartments,"1045 Capp St, San Francisco, CA 94110",Mission Housing Development Corporation,30,0,30,0,0,9,21,0,0,0,0,0,0,30,0,0,0,0,0,,Mission,9,"(37.749992, -122.417076)"
19,Operational,Gran Oriente Filipino,"106 South Park, San Francisco, CA 94107",Gran Oriente Filipino,24,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,13,0,0,,Financial District,6,"(37.781458, -122.393941)"
25,Operational,Clara House,"111 Page St, San Francisco, CA 94102",Compass Community Services,13,0,13,0,0,0,9,4,0,0,0,0,0,13,0,0,0,0,0,,Hayes Valley,5,"(37.774011, -122.422603)"
43,Operational,Connecticut St Court,"1206 Connecticut St, San Francisco, CA 94107",Asian Neighborhood Design,10,0,10,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,,Bayview Hunters Point,10,"(37.751054, -122.396478)"
44,Operational,Consorcia Apartments,"1204 Mason St, San Francisco, CA 94133",Chinatown Community Development Center,24,0,23,0,0,18,5,0,0,0,0,0,0,0,0,23,0,0,0,,Chinatown,3,"(37.794601, -122.411321)"
45,Operational,Fannie Lou Hamer House,"1221 Cortland Ave, San Francisco, CA 94110",Bernal Heights Neighborhood Center,2,0,2,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,,Bernal Heights,9,"(37.739831, -122.411924)"
58,Operational,Larkin Pine Senior Housing,"1303 Larkin St, San Francisco, CA 94109",Chinatown Community Development Center,63,0,62,0,59,0,3,0,0,0,0,0,0,0,62,0,0,0,0,,Nob Hill,3,"(37.789873, -122.418934)"
63,Operational,Peter Claver Community,"1340 Golden Gate Ave, San Francisco, CA 94115",Catholic Charities,32,0,31,0,31,0,0,0,0,0,0,0,0,31,0,0,0,0,0,,Western Addition,5,"(37.779537, -122.432656)"
69,Operational,1370 California Apartments,"1370 California St, San Francisco, CA 94109",Chinatown Community Development Center,49,0,48,0,0,25,22,0,1,0,0,0,0,10,38,0,0,0,0,,Nob Hill,3,"(37.7911, -122.416942)"
72,Operational,Lyric Hotel,"140 Jones St, San Francisco, CA 94102",Conard House,58,0,58,0,58,0,0,0,0,0,0,0,0,58,0,0,0,0,0,,Tenderloin,6,"(37.782472, -122.412245)"
87,Operational,Lady Shaw,"1483 Mason St, San Francisco, CA 94133",Self Help For The Elderly,70,0,69,0,0,63,6,0,0,0,0,0,0,0,0,69,0,0,0,,Nob Hill,3,"(37.796974, -122.411939)"
90,Operational,Britton Courts,"1250 Sunnydale Ave, San Francisco, CA 94134",Mercy Housing California,92,0,92,0,0,0,0,63,21,8,0,0,0,46,46,0,0,0,0,,Visitacion Valley,10,"(37.711258, -122.413464)"
94,Operational,Tower Hotel,"1525 Grant Ave, San Francisco, CA 94133",Chinatown Community Development Center,33,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,17,0,0,,North Beach,3,"(37.801003, -122.40774)"
97,Operational,Hamilton Family Transitional Program,"1631 Hayes St, San Francisco, CA 94117",Hamilton Family Center,20,0,19,0,0,6,11,0,2,0,0,0,0,4,15,0,0,0,0,,Lone Mountain/USF,5,"(37.774243, -122.443281)"
98,Operational,Chinese Community Church of San Francisco,"1535 Jackson St, San Francisco, CA 94109",Chinese Community Church of San Francisco,18,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,,Russian Hill,3,"(37.79423, -122.420343)"
109,Operational,William Penn Hotel,"160 Eddy St, San Francisco, CA 94102",Chinatown Community Development Center,91,0,89,0,89,0,0,0,0,0,0,0,0,89,0,0,0,0,0,,Tenderloin,6,"(37.784282, -122.410328)"
110,Operational,Howard Street Apartments,"1601 Howard St, San Francisco, CA 94103",Tenderloin Neighborhood Development Corporation,12,0,12,0,0,0,0,12,0,0,0,3,0,9,0,0,0,0,0,,Mission,6,"(37.771663, -122.416883)"
111,Operational,Jelani House,"1601 Quesada Ave, San Francisco, CA 94124","Jelani, Inc. (Bayview Hunters Point Foundation)",13,16,0,16,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,,Bayview Hunters Point,10,"(37.732278, -122.389703)"
115,Operational,Garden Court Apartments,"1637 15th St, San Francisco, CA 94103",Mission Housing Development Corporation,16,0,9,0,0,6,3,0,0,0,0,0,0,0,0,0,9,0,0,,Mission,9,"(37.766576, -122.420621)"
119,Operational,Goodman 2 Art Complex,"1695 18th St, San Francisco, CA 94107",Artspace Development Corporation,29,0,5,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,,Potrero Hill,10,"(37.762358, -122.399387)"
121,Operational,All Hallows Community,"1711 Oakdale Ave, San Francisco, CA 94124",Mercy Housing California,45,0,44,0,0,16,28,0,0,0,0,0,0,0,0,44,0,0,0,,Bayview Hunters Point,10,"(37.735756, -122.392504)"
123,Operational,Casa Aviva,"1724 Bryant St, San Francisco, CA 94110",Mission Housing Development Corporation / Latino Commision,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,,Mission,9,"(37.76527, -122.410537)"
125,Operational,1738 Mission,"1738 Mission St, San Francisco, CA 94103","Asian, Inc.",10,0,7,0,0,0,3,0,1,3,0,0,0,0,0,7,0,0,0,,Mission,9,"(37.769307, -122.420209)"
143,Operational,Coleridge Park Homes,"190 Coleridge St, San Francisco, CA 94110",Bridge Housing,49,0,49,0,0,2,43,4,0,0,0,0,0,0,35,14,0,0,0,,Bernal Heights,9,"(37.742858, -122.420365)"
145,Operational,1912 McAllister,"1912 Mcallister St, San Francisco, CA 94115",Westside Community Services,0,7,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,Lone Mountain/USF,5,"(37.777194, -122.443584)"
148,Operational,Woolsey Apartments,"195 Woolsey St, San Francisco, CA 94134",Bernal Heights Neighborhood Center,10,0,9,0,0,9,0,0,0,0,0,0,0,2,7,0,0,0,0,,Portola,9,"(37.724946, -122.403524)"
152,Operational,Tenderloin Family Housing,"201 Turk St, San Francisco, CA 94102",Chinatown Community Development Center,175,0,174,0,0,12,81,43,38,0,0,0,0,71,103,0,0,0,0,,Tenderloin,6,"(37.782949, -122.412463)"
154,Operational,205 Jones,"205 Jones St, San Francisco, CA 94102",Mercy Housing California,50,0,49,0,0,49,0,0,0,0,0,0,0,10,39,0,0,0,0,,Tenderloin,6,"(37.783064, -122.412506)"
158,Operational,Ashbury House,"212 Ashbury St, San Francisco, CA 94117",Progress Foundation,1,10,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,,Lone Mountain/USF,5,"(37.77361, -122.447605)"
159,Operational,Walden Adolescent,"214 Haight St, San Francisco, CA 94102",HealthRight360,64,12,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,,Hayes Valley,5,"(37.772759, -122.425807)"
160,Operational,Leandro Soto Apartments,"2155 Mission St, San Francisco, CA 94110",OBECA / Arriba Juntos,48,0,48,0,0,16,8,8,16,0,0,0,0,0,48,0,0,0,0,,Mission,9,"(37.762497, -122.419366)"
161,Operational,Ritz Hotel,"216 Eddy St, San Francisco, CA 94102",Tenderloin Neighborhood Development Corporation,89,0,88,0,88,0,0,0,0,0,0,0,0,88,0,0,0,0,0,,Tenderloin,6,"(37.784162, -122.411277)"
163,Operational,Franciscan Towers,"217 Eddy St, San Francisco, CA 94102",Tenderloin Neighborhood Development Corporation,105,0,104,0,75,25,4,0,0,0,0,0,0,21,83,0,0,0,0,,Tenderloin,6,"(37.784054, -122.411255)"
166,Operational,Madrid Hotel,"22 South Park, San Francisco, CA 94107",Mission Housing Development Corporation,44,0,44,0,42,2,0,0,0,0,0,0,40,4,0,0,0,0,0,,Financial District,6,"(37.782429, -122.392995)"
167,Operational,Richard M. Cohen Residence,"220 Dolores St, San Francisco, CA 94114",Dolores Street Community Services,10,0,9,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,,Castro/Upper Market,8,"(37.765873, -122.426669)"
168,Operational,Pierce Street Apartments,"220 Pierce St, San Francisco, CA 94117",Tenderloin Neighborhood Development Corporation,8,0,8,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,,Haight Ashbury,5,"(37.771909, -122.433721)"
171,Operational,Women's Hope,"2261 Bryant St, San Francisco, CA 94110",Mission Housing Development Corporation / HealthRight360,16,0,10,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0,0,,Mission,9,"(37.758292, -122.40958)"
174,Operational,2300 Van Ness,"2300 Van Ness Ave, San Francisco, CA 94109","Asian, Inc.",22,0,21,0,0,0,6,7,6,2,0,0,0,8,13,0,0,0,0,,Russian Hill,3,"(37.796692, -122.423536)"
179,Operational,SafeHouse,"0 Confidential, San Francisco, CA 00000",San Francisco Network Ministries,0,10,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,,,9,
180,Operational,Woolf House III,"240 4th St, San Francisco, CA 94103",TODCO Group,30,0,29,0,0,12,17,0,0,0,0,0,0,29,0,0,0,0,0,,South of Market,6,"(37.782678, -122.402084)"
268,Operational,Apollo Hotel,"420 Valencia St, San Francisco, CA 94103",Mission Housing Development Corporation,81,0,80,0,80,0,0,0,0,0,0,0,0,8,0,72,0,0,0,,Mission,8,"(37.766195, -122.422092)"
189,Operational,Plaza & Ramona Apartments,"250 Mcallister St, San Francisco, CA 94102",Tenderloin Neighborhood Development Corporation,63,0,62,0,0,61,1,0,0,0,0,0,0,13,49,0,0,0,0,,Tenderloin,6,"(37.780667, -122.416218)"
197,Operational,Swords to Plowshares (De Montfort),"27 De Montfort Ave, San Francisco, CA 94112",Swords To Plowshares,22,0,15,0,15,0,0,0,0,0,0,0,0,15,0,0,0,0,0,,Oceanview/Merced/Ingleside,7,"(37.723606, -122.458487)"
200,Operational,St. Olga's Home,"275 Collins St, San Francisco, CA 94118",Russian American Community Services,10,14,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,,Lone Mountain/USF,1,"(37.781103, -122.44997)"
204,Operational,2782 24th,"2782 24th St, San Francisco, CA 94110",Mission Housing Development Corporation,3,0,3,0,0,0,1,0,2,0,0,0,2,1,0,0,0,0,0,,Mission,9,"(37.752929, -122.407921)"
211,Operational,2945 16th,"2945 16th St, San Francisco, CA 94110",Mission Housing Development Corporation,8,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,,Mission,9,"(37.765072, -122.41851)"
212,Operational,Magdalena Mora House,"2973 26th St, San Francisco, CA 94110",Bernal Heights Neighborhood Center,2,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,,Mission,9,"(37.749524, -122.409284)"
213,Operational,Heritage Homes,"243 Rey St, San Francisco, CA 94134",Mercy Housing California,148,0,146,0,0,0,29,33,63,21,0,20,32,88,6,0,0,0,0,,Visitacion Valley,10,"(37.710243, -122.412578)"
214,Operational,3019 23rd,"3019 23rd St, San Francisco, CA 94110",Mission Housing Development Corporation,6,0,5,0,0,2,0,2,1,0,0,0,0,0,0,0,5,0,0,,Mission,9,"(37.754157, -122.412444)"
216,Operational,Altamont Hotel,"3048 16th St, San Francisco, CA 94103",Mission Housing Development Corporation,89,0,88,0,88,0,0,0,0,0,0,0,0,88,0,0,0,0,0,,Mission,9,"(37.765047, -122.420743)"
220,Operational,Bernal Gateway,"3101 Mission St, San Francisco, CA 94110",Bernal Heights Neighborhood Center,55,0,55,0,0,0,9,29,13,4,0,16,15,12,12,0,0,0,0,,Bernal Heights,9,"(37.748104, -122.4182)"
231,Operational,Del Carlo Court,"3330 Cesar Chavez St, San Francisco, CA 94110",Mission Housing Development Corporation,25,0,25,0,0,0,2,14,5,4,0,0,0,0,0,25,0,0,0,,Mission,9,"(37.748299, -122.416624)"
236,Operational,Dalt Hotel,"34 Turk St, San Francisco, CA 94102",Tenderloin Neighborhood Development Corporation,178,0,177,0,177,0,0,0,0,0,0,0,0,177,0,0,0,0,0,,Tenderloin,6,"(37.783428, -122.409578)"
237,Operational,The Nathan Building,"340 Eddy St, San Francisco, CA 94102",Indochinese Housing Development Corporation,82,0,66,0,0,65,1,0,0,0,0,0,0,66,0,0,0,0,0,,Tenderloin,6,"(37.7839, -122.41334)"
240,Operational,3434 18th,"3434 18th St, San Francisco, CA 94110",Mission Housing Development Corporation,8,0,5,0,0,4,1,0,0,0,0,0,0,0,0,5,0,0,0,,Mission,9,"(37.761843, -122.420243)"
242,Operational,Notre Dame Plaza,"347 Dolores St, San Francisco, CA 94110",Mercy Housing California,66,0,65,0,0,14,51,0,0,0,0,0,0,65,0,0,0,0,0,,Mission,8,"(37.764001, -122.426259)"
245,Operational,Casa Quezada,"35 Woodward St, San Francisco, CA 94103",Dolores Street Community Services,52,0,52,0,52,0,0,0,0,0,0,0,0,52,0,0,0,0,52,DPH,Mission,9,"(37.769324, -122.420825)"
250,Operational,Dunleavy Plaza,"36 Hoff St, San Francisco, CA 94110",Mission Housing Development Corporation,49,0,25,0,0,0,9,16,0,0,0,0,0,0,0,0,25,0,0,,Mission,9,"(37.764409, -122.420609)"
253,Operational,Moultrie House,"374 Moultrie St, San Francisco, CA 94110",Bernal Heights Neighborhood Center,9,0,9,0,8,0,1,0,0,0,0,0,0,0,9,0,0,0,0,,Bernal Heights,9,"(37.739376, -122.415953)"
255,Operational,375 Eddy,"375 Eddy St, San Francisco, CA 94102",Indochinese Housing Development Corporation,35,0,32,0,0,25,7,0,0,0,0,0,0,0,0,32,0,0,0,,Tenderloin,6,"(37.783731, -122.413801)"
257,Operational,Cadillac Hotel,"380 Eddy St, San Francisco, CA 94102",Reality House West,158,0,158,0,158,0,0,0,0,0,0,0,0,0,158,0,0,0,0,,Tenderloin,6,"(37.783822, -122.413959)"
260,Operational,Hamlin Hotel,"385 Eddy St, San Francisco, CA 94102",Chinatown Community Development Center,67,0,65,0,65,0,0,0,0,0,0,0,0,65,0,0,0,0,0,,Tenderloin,6,"(37.783709, -122.413974)"
261,Operational,Aarti Hotel,"391 Leavenworth St, San Francisco, CA 94109",Tenderloin Neighborhood Development Corporation,40,0,40,0,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,,Tenderloin,6,"(37.784554, -122.414492)"
262,Operational,Carmelita Apartments,"391 Valencia St, San Francisco, CA 94103",Housing Development & Neighborhood Preservation Corporation,40,0,24,0,0,4,6,10,4,0,0,0,0,0,0,24,0,0,0,,Mission,9,"(37.766694, -122.422002)"
264,Operational,Haight Street Apartments,"398 Haight St, San Francisco, CA 94102",Tenderloin Neighborhood Development Corporation,12,0,7,0,0,0,5,2,0,0,0,0,0,0,0,7,0,0,0,,Hayes Valley,5,"(37.772381, -122.428777)"
269,Operational,Sierra Madre,"421 Leavenworth St, San Francisco, CA 94109",Tenderloin Neighborhood Development Corporation,47,0,46,0,0,42,4,0,0,0,0,0,0,0,46,0,0,0,0,,Tenderloin,6,"(37.784859, -122.414553)"
271,Operational,Eddy Street Apartments (CATS),"425 Eddy St, San Francisco, CA 94102","Community Awareness & Treatment Services, Inc.",25,0,25,0,0,25,0,0,0,0,0,0,0,25,0,0,0,0,0,,Tenderloin,6,"(37.78362, -122.414671)"
276,Operational,Civic Center Residence,"44 Mcallister St, San Francisco, CA 94102",Tenderloin Neighborhood Development Corporation,212,0,211,0,211,0,0,0,0,0,0,0,0,211,0,0,0,0,0,,Tenderloin,6,"(37.781088, -122.412898)"
277,Operational,Lassen Apartments,"441 Ellis St, San Francisco, CA 94102","Asian, Inc. / Bayside Communities",81,0,80,0,0,33,47,0,0,0,0,0,0,17,63,0,0,0,0,,Tenderloin,6,"(37.784722, -122.413464)"
280,Operational,450 Ellis St,"450 Ellis St, San Francisco, CA 94102","Asian, Inc.",29,0,24,0,0,3,21,0,0,0,0,0,0,24,0,0,0,0,0,,Tenderloin,6,"(37.78481, -122.413644)"
282,Operational,Klimm Apartments,"460 Ellis St, San Francisco, CA 94102",Tenderloin Neighborhood Development Corporation,42,0,41,0,0,40,1,0,0,0,0,0,0,0,41,0,0,0,0,,Tenderloin,6,"(37.78479, -122.413803)"
286,Operational,Cambridge Hotel,"473 Ellis St, San Francisco, CA 94102",Community Housing Partnership,60,0,60,0,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,,Tenderloin,6,"(37.784658, -122.41397)"
288,Operational,Yosemite Apartments,"480 Eddy St, San Francisco, CA 94109",Tenderloin Neighborhood Development Corporation,32,0,20,0,0,19,1,0,0,0,0,0,0,0,0,0,20,0,0,,Tenderloin,6,"(37.783617, -122.415574)"
289,Operational,Arlington Hotel,"472 Ellis St, San Francisco, CA 94102",Mercy Housing California,154,0,153,0,0,153,0,0,0,0,0,0,0,153,0,0,0,0,78,DPH,Tenderloin,6,"(37.784766, -122.413992)"
290,Operational,Plaza del Sol,"440 Valencia St, San Francisco, CA 94103",Mission Housing Development Corporation,59,0,59,0,0,0,0,25,29,5,0,0,0,0,59,0,0,0,0,,Mission,8,"(37.765874, -122.422061)"
291,Operational,Cameo Apartments,"481 Eddy St, San Francisco, CA 94102",Tenderloin Neighborhood Development Corporation,31,0,30,0,0,28,2,0,0,0,0,0,0,6,24,0,0,0,0,,Tenderloin,6,"(37.783509, -122.415552)"
292,Operational,Maria Alicia Apartments,"3090 16th St, San Francisco, CA 94103",Mission Housing Development Corporation,20,0,11,0,0,0,1,1,6,3,0,0,0,11,0,0,0,0,0,,Mission,9,"(37.764987, -122.421744)"
297,Operational,Reardon Heights (formerly Aspen South Hills),"50 Reardon Rd, San Francisco, CA 94124","Reardon Heights Associates, LP",82,0,82,0,0,0,30,52,0,0,0,0,0,16,66,0,0,0,0,,Bayview Hunters Point,10,"(37.729446, -122.37704)"
299,Operational,Mariposa Gardens,"2445 Mariposa St, San Francisco, CA 94110",Mission Housing Development Corporation,63,0,62,0,0,0,5,31,24,2,0,0,0,19,43,0,0,0,0,,Mission,10,"(37.763108, -122.407763)"
305,Operational,518 Minna,"518 Minna St, San Francisco, CA 94103","Asian, Inc.",24,0,23,0,0,0,0,11,12,0,0,0,0,0,0,23,0,0,0,,South of Market,6,"(37.780244, -122.408652)"
306,Operational,Senator Residence,"519 Ellis St, San Francisco, CA 94109",Community Housing Partnership,89,0,86,0,69,0,17,0,0,0,0,0,0,86,0,0,0,0,0,,Tenderloin,6,"(37.784551, -122.414877)"
312,Operational,525 O'Farrell,"525 O'Farrell St, San Francisco, CA 94102","Asian, Inc.",26,0,25,0,0,25,0,0,0,0,0,0,0,5,20,0,0,0,0,,Tenderloin,6,"(37.785686, -122.413401)"
314,Operational,Swiss American Hotel,"534 Broadway, San Francisco, CA 94133",Chinatown Community Development Center,66,0,34,0,33,1,0,0,0,0,0,0,0,0,0,34,0,0,0,,North Beach,3,"(37.798003, -122.406071)"
316,Operational,Dorothy Day Community,"54 Mcallister St, San Francisco, CA 94102",Mercy Housing California,100,0,99,0,0,26,73,0,0,0,0,0,0,0,0,99,0,0,0,,Tenderloin,6,"(37.781057, -122.413138)"
320,Operational,555 Ellis Street Family Apartments,"555 Ellis St, San Francisco, CA 94109",Asian Neighborhood Design,38,0,37,0,0,9,0,9,19,0,0,0,0,0,37,0,0,0,0,,Tenderloin,6,"(37.784485, -122.415398)"
324,Operational,575 Eddy,"575 Eddy St, San Francisco, CA 94102","Asian, Inc.",47,0,29,0,0,22,7,0,0,0,0,0,0,0,0,29,0,0,0,,Tenderloin,6,"(37.783315, -122.417103)"
325,Operational,St. Claire Residence,"585 Geary St, San Francisco, CA 94102",Chinatown Community Development Center,41,0,39,0,21,6,12,0,0,0,0,0,0,39,0,0,0,0,0,,Tenderloin,6,"(37.786711, -122.412923)"
336,Operational,Richmond Hills Family Center,"6324 Geary Blvd, San Francisco, CA 94121",Mercy Housing California,20,32,0,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,,Outer Richmond,1,"(37.780107, -122.487164)"
