Project ID,Project Status,Project Name,Project Address,Project Sponsor,Total Units,Total Beds,Affordable Units,Affordable Beds,Single Room Occupancy Units,Studio Units,1 Bedroom Units,2 Bedroom Units,3 Bedroom Units,4 Bedroom Units,5 Bedroom or Larger Units,Units at 20% AMI,Units at 30% AMI,Units at 50% AMI,Units at 60% AMI,Units at 80% AMI,Units at 120% AMI,Units Greater Than 120% AMI,LOSP Units,LOSP Funder,Neighborhood,Supervisor District,Project Location
1196,Operational,Providence Senior Housing,"4601 3rd St, San Francisco, CA 94124",Providence Senior Housing Corporation,50,0,50,0,0,0,50,0,0,0,0,0,0,50,0,0,0,0,0,,Bayview Hunters Point,10,"(37.736379, -122.390085)"
1197,Operational,TIHDI: Island Bay Homes,"1411 Flounder Ct, San Francisco, CA 94130",Community Housing Partnership,66,0,64,0,0,0,0,26,28,10,0,0,0,33,0,31,0,0,33,HSA,Treasure Island,6,"(37.826609, -122.374699)"
1204,Operational,St. Joseph's Family Shelter,"899 Guerrero St, San Francisco, CA 94110",Catholic Charities,10,20,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,,Mission,8,"(37.756788, -122.42327)"
1208,Operational,SOMA Family Apartments,"1166 Howard St, San Francisco, CA 94103",Tenderloin Neighborhood Development Corporation,74,0,74,0,0,0,12,40,22,0,0,0,0,24,50,0,0,0,0,,South of Market,6,"(37.77672, -122.411094)"
1210,Operational,Jelani Family Program,"1638 Kirkwood Ave, San Francisco, CA 94124","Jelani, Inc. (Bayview Hunters Point Foundation)",8,12,0,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,,Bayview Hunters Point,10,"(37.738635, -122.39067)"
1219,Operational,421 Turk,"421 Turk St, San Francisco, CA 94102","Asian, Inc.",29,0,28,0,0,0,9,4,15,0,0,0,0,28,0,0,0,0,0,,Tenderloin,6,"(37.782491, -122.416045)"
1228,Operational,Hartland Hotel,"909 Geary St, San Francisco, CA 94109",Tenderloin Housing Clinic,136,0,136,0,136,0,0,0,0,0,0,0,114,22,0,0,0,0,0,,Tenderloin,6,"(37.78603, -122.418267)"
1229,Operational,TIHDI: Rubicon Villages (CHP Villages),"410 Avenue of the Palms, San Francisco, CA 94130",Community Housing Partnership,44,0,43,0,0,0,0,24,17,2,0,0,0,43,0,0,0,0,0,,Treasure Island,6,"(37.820013, -122.374468)"
1230,Operational,Padre Apartments,"241 Jones St, San Francisco, CA 94102",Mercy Housing California,41,0,40,0,0,0,40,0,0,0,0,0,0,40,0,0,0,0,0,,Tenderloin,6,"(37.783385, -122.412569)"
1231,Operational,Martin Luther King-Marcus Garvey Square Cooperative Apartments,"1680 Eddy St, San Francisco, CA 94115","Martin Luther King-Marcus Garvey Square Cooperative Apartments, INC.",211,0,211,0,0,13,54,56,56,32,0,0,0,0,0,211,0,0,0,,Western Addition,5,"(37.781111, -122.435307)"
1232,Operational,Ocean Beach Apartments,"720 La Playa, San Francisco, CA 94121",San Francisco Housing Development Corporation / Bayside Communities,85,0,84,0,0,0,27,54,3,0,0,0,0,0,84,0,0,0,0,,Outer Richmond,1,"(37.774721, -122.510084)"
1233,Operational,Natoma Family Apartments,"474 Natoma St, San Francisco, CA 94103",Bridge Housing,60,0,59,0,0,7,28,17,7,0,0,0,0,35,24,0,0,0,0,,South of Market,6,"(37.780631, -122.407217)"
1234,Operational,10th & Mission Family Housing,"1390 Mission St, San Francisco, CA 94103",Mercy Housing California,136,0,135,0,0,0,34,41,60,0,0,0,0,135,0,0,0,0,44,HSA,South of Market,6,"(37.7754, -122.415864)"
1235,Operational,Seneca Hotel,"32 6th St, San Francisco, CA 94103",Tenderloin Housing Clinic,202,0,88,0,88,0,0,0,0,0,0,0,0,88,0,0,0,0,0,,South of Market,6,"(37.78171, -122.409742)"
1243,Operational,Curran House,"145 Taylor St, San Francisco, CA 94102",Tenderloin Neighborhood Development Corporation,67,0,66,0,0,14,15,13,24,0,0,0,0,66,0,0,0,0,0,,Tenderloin,6,"(37.78363, -122.410931)"
1244,Operational,1340 Portola,"1340 Portola Dr, San Francisco, CA 94127",West Bay Housing Corporation,6,6,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,,West of Twin Peaks,7,"(37.739963, -122.464713)"
1245,Operational,The Dudley Apartments,"172 6th St, San Francisco, CA 94103",Mercy Housing California,75,0,74,0,25,25,24,0,0,0,0,0,0,74,0,0,0,0,0,,South of Market,6,"(37.780005, -122.407599)"
1246,Operational,Derek Silva Community,"20 Franklin St, San Francisco, CA 94102",Mercy Housing California,68,0,68,0,0,36,27,5,0,0,0,0,0,68,0,0,0,0,0,,Hayes Valley,5,"(37.77468, -122.420784)"
1247,Operational,Curry Senior Center Apartments,"315 Turk St, San Francisco, CA 94102",Curry Senior Center,14,0,13,0,0,13,0,0,0,0,0,0,0,0,13,0,0,0,0,,Tenderloin,6,"(37.782711, -122.414325)"
1249,Operational,Buena Vista Terrace,"1250 Haight St, San Francisco, CA 94117",Tenderloin Neighborhood Development Corporation,40,0,39,0,0,33,6,0,0,0,0,0,0,39,0,0,0,0,0,,Haight Ashbury,5,"(37.770608, -122.442718)"
1250,Operational,International Hotel,"848 Kearny St, San Francisco, CA 94111",Chinatown Community Development Center,105,0,104,0,0,88,16,0,0,0,0,0,0,104,0,0,0,0,0,,Chinatown,3,"(37.795774, -122.404993)"
1255,Operational,North Beach Place,"455 Bay St, San Francisco, CA 94133",Bridge Housing,341,0,341,0,0,0,79,161,67,34,0,0,0,0,112,229,0,0,0,,North Beach,3,"(37.805459, -122.414504)"
1256,Operational,Leland Polk Senior Community,"1315 Polk St, San Francisco, CA 94109",Mercy Housing California,72,0,71,0,0,28,43,0,0,0,0,0,0,71,0,0,0,0,0,,Nob Hill,3,"(37.788928, -122.420436)"
1257,Operational,990 Polk,"990 Polk St, San Francisco, CA 94109",Tenderloin Neighborhood Development Corporation,110,0,109,0,0,81,28,0,0,0,0,0,0,109,0,0,0,0,50,DPH,Tenderloin,6,"(37.785821, -122.419665)"
1258,Operational,Folsom + Dore Apartments,"1346 Folsom St, San Francisco, CA 94103",Tenderloin Neighborhood Development Corporation,98,0,96,0,0,34,56,6,0,0,0,0,46,0,50,0,0,0,20,DPH,South of Market,6,"(37.773362, -122.412244)"
1306,Operational,Armstrong Place,"5600 3rd St, San Francisco, CA 94124",Bridge Housing,116,0,116,0,0,12,103,1,0,0,0,0,0,116,0,0,0,0,23,DPH,Bayview Hunters Point,10,"(37.72701, -122.393652)"
1309,Operational,McAllister Street Co-ops,"1840 Mcallister St, San Francisco, CA 94115",Conard House,10,10,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,,Lone Mountain/USF,5,"(37.777346, -122.442382)"
1311,Operational,Mission Creek Senior Community,"225 Berry St, San Francisco, CA 94158",Mercy Housing California,140,0,139,0,0,0,139,0,0,0,0,0,0,139,0,0,0,0,51,DPH,Mission Bay,6,"(37.775296, -122.393898)"
1317,Operational,The Coronet,"3595 Geary Blvd, San Francisco, CA 94118",Bridge Housing,150,0,148,0,0,28,111,9,0,0,0,0,0,148,0,0,0,0,25,DPH,Lone Mountain/USF,1,"(37.781223, -122.457717)"
1322,Operational,Valencia Gardens,"340 Valencia St, San Francisco, CA 94103",Mission Housing Development Corporation,260,0,259,0,0,0,60,97,88,14,0,0,0,51,0,208,0,0,0,,Mission,8,"(37.767416, -122.422211)"
1323,Operational,Mosaica Family Apartments,"680 Florida St, San Francisco, CA 94110",Tenderloin Neighborhood Development Corporation,93,0,92,0,0,0,6,43,39,4,0,0,20,0,72,0,0,0,20,HSA,Mission,9,"(37.760686, -122.41107)"
1325,Operational,Plaza Apartments,"988 Howard St, San Francisco, CA 94103",Public Initiatives Development Corporation,106,0,106,0,0,106,0,0,0,0,0,0,0,106,0,0,0,0,106,DPH,South of Market,6,"(37.779979, -122.406973)"
1331,Operational,Westbrook Plaza,"227 7th St, San Francisco, CA 94103",Mercy Housing California / Soma Health Center,49,0,48,0,0,0,13,20,15,0,0,0,0,48,0,0,0,0,0,,South of Market,6,"(37.777677, -122.408919)"
1395,Operational,Herald Hotel Apartments,"302 Eddy St, San Francisco, CA 94102","Bristol Equity Capital, Inc.",72,0,29,0,0,0,29,0,0,0,0,0,0,0,29,0,0,0,0,,Tenderloin,6,"(37.783985, -122.412674)"
1399,Operational,Edith Witt Senior Community,"66 9th St, San Francisco, CA 94103",Mercy Housing California,107,0,106,0,0,20,86,0,0,0,0,0,0,106,0,0,0,0,11,DPH,South of Market,6,"(37.776517, -122.415174)"
1400,Operational,Mary Helen Rodgers Senior Community,"701 Golden Gate Ave, San Francisco, CA 94102",Chinatown Community Development Center,100,0,99,0,0,28,71,0,0,0,0,0,0,99,0,0,0,0,0,,Western Addition,5,"(37.780766, -122.422138)"
1409,Operational,Chinese American Citizens Alliance -S.F.,"843 Clay St, San Francisco, CA 94108",Chinese American Citizens Alliance,26,0,23,0,0,0,23,0,0,0,0,0,0,23,0,0,0,0,0,,Chinatown,3,"(37.794121, -122.40704)"
1410,Operational,Chinese American Citizens Alliance Grand Lodge,"1044 Stockton St, San Francisco, CA 94108",Chinese American Citizens Alliance,16,0,16,0,0,10,6,0,0,0,0,0,0,16,0,0,0,0,0,,Chinatown,3,"(37.795353, -122.408103)"
1411,Operational,Rose Court,"2501 Pine St, San Francisco, CA 94115",St. Rose Corporation,19,0,13,0,0,1,4,7,1,0,0,0,0,0,13,0,0,0,0,,Pacific Heights,5,"(37.787477, -122.436987)"
1419,Operational,901 Columbus Ave,"901 Columbus Ave, San Francisco, CA 94133",Victor F. Garces,77,0,54,0,0,0,54,0,0,0,0,0,0,0,54,0,0,0,0,,Russian Hill,3,"(37.802731, -122.413812)"
1437,Operational,Hotel Essex,"684 Ellis St, San Francisco, CA 94109",Community Housing Partnership,84,0,84,0,0,84,0,0,0,0,0,30,0,54,0,0,0,0,84,HSA,Tenderloin,6,"(37.78433, -122.417463)"
1440,Operational,Arnett Watson Apartments,"650 Eddy St, San Francisco, CA 94109",Community Housing Partnership,83,0,83,0,0,36,33,14,0,0,0,0,0,83,0,0,0,0,79,HSA,Tenderloin,6,"(37.783263, -122.418395)"
1441,Operational,Bishop Swing Community House,"275 10th St, San Francisco, CA 94103",Episcopal Community Services,135,0,134,0,134,0,0,0,0,0,0,0,0,134,0,0,0,0,119,HSA,South of Market,6,"(37.773176, -122.41319)"
1448,Operational,Embarcadero Triangle (Parcel J),"600 The Embarcadero, San Francisco, CA 94111",Delancey Street Foundation,177,0,177,0,0,96,37,44,0,0,0,0,0,150,0,0,27,0,0,,Financial District,3,"(37.80101, -122.399052)"
1454,Operational,Mission Hotel,"520 South Van Ness Ave, San Francisco, CA 94110",Tenderloin Housing Clinic,244,0,244,0,244,0,0,0,0,0,0,0,159,85,0,0,0,0,0,,Mission,9,"(37.764826, -122.417535)"
1530,Operational,Mosaica Senior Apartments,"655 Alabama St, San Francisco, CA 94110",Tenderloin Neighborhood Development Corporation,24,0,24,0,0,19,5,0,0,0,0,0,11,0,13,0,0,0,11,DPH,Mission,9,"(37.760954, -122.411927)"
1542,Operational,149 Mason Street Apartments,"149 Mason St, San Francisco, CA 94102",Glide,56,0,55,0,0,55,0,0,0,0,0,0,0,55,0,0,0,0,55,DPH,Tenderloin,6,"(37.784803, -122.409483)"
1545,Operational,Hunters View (Phase 1),"112 Middle Point Rd, San Francisco, CA 94124",Ridgepoint / Devine & Gong / John Stewart Company,107,0,107,0,0,0,4,49,37,15,2,0,0,106,1,0,0,0,0,,Bayview Hunters Point,10,"(37.735139, -122.379498)"
1550,Operational,Zygmunt Arendt House,"850 Broderick St, San Francisco, CA 94115",Community Housing Partnership,47,0,46,0,0,46,0,0,0,0,0,0,46,0,0,0,0,0,30,HSA,Western Addition,5,"(37.778072, -122.440067)"
1554,Operational,Columbus United Cooperative,"53 Columbus Ave, San Francisco, CA 94111",San Francisco Community Land Trust,21,0,21,0,0,0,8,11,1,1,0,0,0,21,0,0,0,0,0,,Chinatown,3,"(37.796044, -122.404151)"
1555,Operational,Kelly Cullen Community,"220 Golden Gate Ave, San Francisco, CA 94102",Tenderloin Neighborhood Development Corporation,174,0,172,0,172,0,0,0,0,0,0,0,0,0,172,0,0,0,172,DPH,Tenderloin,6,"(37.781877, -122.414248)"
1564,Operational,Walden House,"815 Buena Vista Ave, San Francisco, CA 94117",HealthRight360,0,108,0,86,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,,Haight Ashbury,8,"(37.769028, -122.443088)"
1585,Operational,St. Peter's Place,"420 29th Ave, San Francisco, CA 94121",Bernal Heights Neighborhood Center,20,0,19,0,0,14,4,1,0,0,0,0,0,19,0,0,0,0,0,,Outer Richmond,1,"(37.781404, -122.489069)"
1586,Operational,Broadway Sansome Family Housing,"235 Broadway, San Francisco, CA 94111",Chinatown Community Development Center,75,0,74,0,0,10,36,23,5,0,0,0,0,74,0,0,0,0,36,HSA,Financial District,3,"(37.798477, -122.401473)"
1597,Operational,Veterans Commons,"150 Otis St, San Francisco, CA 94103",Swords To Plowshares / Chinatown Community Development Center,76,0,75,0,0,75,0,0,0,0,0,0,0,75,0,0,0,0,0,,Mission,6,"(37.770902, -122.420317)"
1600,Operational,Excelsior Teen Center,"4466 Mission St, San Francisco, CA 94112",Bernal Heights Neighborhood Center,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,Outer Mission,11,"(37.726255, -122.433707)"
1601,Operational,Vera Haile Senior Housing,"129 Golden Gate Ave, San Francisco, CA 94102",Mercy Housing California / St. Anthony's,90,0,90,0,0,43,46,1,0,0,0,0,0,90,0,0,0,0,3,DPH,Tenderloin,6,"(37.781961, -122.412714)"
1606,Operational,Edward II,"3151 Scott St, San Francisco, CA 94123",Community Housing Partnership,25,0,24,0,24,0,0,0,0,0,0,0,0,24,0,0,0,0,24,HSA,Marina,2,"(37.798773, -122.440971)"
1619,Operational,Madonna Residence,"350 Golden Gate Ave, San Francisco, CA 94102",Mercy Housing California,70,0,69,0,0,69,0,0,0,0,0,0,0,69,0,0,0,0,0,,Tenderloin,6,"(37.781608, -122.416365)"
1620,Operational,1100 Ocean,"1100 Ocean Ave, San Francisco, CA 94112",Mercy Housing California,71,0,70,0,0,18,18,21,13,0,0,0,0,70,0,0,0,0,19,HSA,West of Twin Peaks,7,"(37.723518, -122.454101)"
1632,Operational,Richardson Apartments (Parcel G),"365 Fulton St, San Francisco, CA 94102",Community Housing Partnership,120,0,120,0,0,120,0,0,0,0,0,0,0,120,0,0,0,0,108,DPH,Hayes Valley,5,"(37.778773, -122.422771)"
1639,Operational,Gum Moon Residence Hall,"0 Confidential, San Francisco, CA 00000",Gum Moon,33,30,0,26,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,,,3,
1644,Operational,TIHDI: Chinook Family Apartments,"1441 Chinook Ct, San Francisco, CA 94130",Swords To Plowshares,12,0,12,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,,Treasure Island,6,"(37.823967, -122.374089)"
1793,Operational,Winsor Hotel,"20 6th St, San Francisco, CA 94103",Winsor Hotel,51,0,4,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,South of Market,6,"(37.781895, -122.409974)"
1794,Operational,Hunter Hotel,"100 6th St, San Francisco, CA 94103","Patel, Dipakbhai",14,0,6,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,,South of Market,6,"(37.780924, -122.408754)"
1826,Operational,1180 4th,"1180 4th St, San Francisco, CA 94158",Mercy Housing California,150,0,149,0,0,0,41,53,55,0,0,0,0,0,149,0,0,0,50,HSA,Mission Bay,6,"(37.77334, -122.391504)"
1828,Operational,Bayview Hill Gardens,"1075 Le Conte Ave, San Francisco, CA 94124",Mercy Housing California,73,0,72,0,0,15,24,25,8,0,0,0,0,72,0,0,0,0,55,HSA,Bayview Hunters Point,10,"(37.719087, -122.398106)"
1833,Operational,Baldwin House Hotel,"72 6th St, San Francisco, CA 94103",Tenderloin Housing Clinic,207,0,10,0,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,,South of Market,6,"(37.781257, -122.409173)"
1837,Operational,Avalon At Mission Bay (Tower 2),"200 Berry St, San Francisco, CA 94158",AvalonBay Communities Inc.,313,0,19,0,0,2,9,8,0,0,0,0,0,0,0,10,9,0,0,,Mission Bay,6,"(37.775779, -122.393484)"
1838,Operational,Mercy Terrace,"333 Baker St, San Francisco, CA 94117",Mercy Housing California / Sisters of Mercy,158,0,32,0,0,5,27,0,0,0,0,0,0,32,0,0,0,0,0,,Lone Mountain/USF,5,"(37.773946, -122.441067)"
1839,Operational,Crescent Cove,"420 Berry St, San Francisco, CA 94107",Chinatown Community Development Center / Mission Bay Housing Partners,236,0,234,0,0,84,88,62,0,0,0,0,0,134,100,0,0,0,0,,Mission Bay,6,"(37.771952, -122.398324)"
1840,Operational,Ceatrice Polite Apartments,"321 Clementina St, San Francisco, CA 94103",TODCO Group,91,0,90,0,0,44,46,0,0,0,0,0,0,9,81,0,0,0,0,,South of Market,6,"(37.782037, -122.402147)"
1843,Operational,Turk & Eddy Apartments,"249 Eddy St, San Francisco, CA 94102",Tenderloin Neighborhood Development Corporation,82,0,80,0,0,77,3,0,0,0,0,0,0,80,0,0,0,0,0,,Tenderloin,6,"(37.78399, -122.41176)"
1845,Operational,Rene Cazenave Apartments (Parcel 11A),"25 Essex St, San Francisco, CA 94105",Community Housing Partnership,120,0,120,0,0,108,12,0,0,0,0,0,0,120,0,0,0,0,120,DPH,Financial District,6,"(37.786116, -122.395224)"
1848,Operational,Fillmore Center,"1475 Fillmore St, San Francisco, CA 94115",Elkor Realty Corporation,1114,0,558,0,0,156,215,171,16,0,0,0,0,0,0,223,335,0,0,,Western Addition,5,"(37.783044, -122.432738)"
1849,Operational,280 Beale,"280 Beale St, San Francisco, CA 94105",Mercy Housing California,70,0,69,0,0,0,56,13,0,0,0,0,0,69,0,0,0,0,0,,Financial District,6,"(37.788904, -122.3931)"
1851,Operational,Banneker Homes,"745 Fulton St, San Francisco, CA 94102","Banneker Homes, Inc.",108,0,108,0,0,0,12,40,35,21,0,0,0,22,0,86,0,0,0,,Hayes Valley,5,"(37.777987, -122.428933)"
1854,Operational,Rincon Center,"88 Howard St, San Francisco, CA 94105","Carmel Partners, Inc (BRE/Rincon, LLC)",320,0,76,0,0,19,44,13,0,0,0,0,0,0,0,30,46,0,0,,Financial District,6,"(37.791512, -122.392388)"
1858,Operational,Avalon At Mission Bay (Tower 1),"255 King St, San Francisco, CA 94107",AvalonBay Communities Inc.,510,0,21,0,0,0,12,9,0,0,0,0,0,0,0,11,10,0,0,,Mission Bay,6,"(37.777021, -122.392877)"
1862,Operational,Octavia Court,"261 Octavia St, San Francisco, CA 94102",West Bay Housing Corporation / Satellite Housing,15,0,14,0,0,0,12,2,0,0,0,0,0,14,0,0,0,0,0,,Hayes Valley,5,"(37.774452, -122.424305)"
1866,Operational,Tabernacle Vista Apartments,"2139 O'Farrell St, San Francisco, CA 94115",Tabernacle Community Development Corporation,21,0,21,0,0,7,11,3,0,0,0,0,0,0,21,0,0,0,0,,Western Addition,5,"(37.782318, -122.439957)"
1877,Operational,Nihonmachi Terrace,"1615 Sutter St, San Francisco, CA 94109",Japanese American Religious Federation,245,0,243,0,0,51,142,28,18,4,0,0,0,180,63,0,0,0,0,,Japantown,5,"(37.786841, -122.426943)"
1879,Operational,Vintage Coventry,"1550 Sutter St, San Francisco, CA 94109",Vintage Senior Living,169,0,34,0,5,23,6,0,0,0,0,0,0,34,0,0,0,0,0,,Pacific Heights,5,"(37.787085, -122.425897)"
1880,Operational,South Beach Marina Apartments,"2 Townsend St, San Francisco, CA 94107","South Beach Marina, Inc.",414,0,83,0,0,0,41,42,0,0,0,0,0,0,0,81,2,0,0,,Financial District,6,"(37.781858, -122.38837)"
1888,Operational,Parkview Terrace,"871 Turk St, San Francisco, CA 94102",Chinatown Community Development Center / Bayside Communities,101,0,100,0,0,59,41,0,0,0,0,0,0,100,0,0,0,0,0,,Western Addition,5,"(37.781548, -122.423432)"
1894,Operational,The Avenue (Assisted Living),"1019 Van Ness Ave, San Francisco, CA 94109","San Francisco Care Center, LP",112,0,25,0,25,0,0,0,0,0,0,0,0,0,11,14,0,0,0,,Western Addition,5,"(37.785245, -122.42145)"
1921,Operational,Bayside Village,"3 Bayside Village Pl, San Francisco, CA 94107",Bayside Village Associates,862,0,172,0,0,56,58,58,0,0,0,0,0,0,0,172,0,0,0,,Financial District,6,"(37.785646, -122.390105)"
2001,Operational,125 Mason,"125 Mason St, San Francisco, CA 94102",Glide,81,0,80,0,0,0,15,33,20,12,0,0,0,0,80,0,0,0,0,,Tenderloin,6,"(37.784589, -122.40944)"
2038,Operational,534-536 Natoma St,"534 Natoma St, San Francisco, CA 94103",San Francisco Community Land Trust,5,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,,South of Market,6,"(37.779602, -122.408531)"
2064,Operational,709 Geary,"709 Geary St, San Francisco, CA 94109",Veritas,35,0,30,0,0,27,3,0,0,0,0,0,0,0,29,1,0,0,0,,Tenderloin,6,"(37.786448, -122.414984)"
2068,Operational,1005 Larkin,"1005 Larkin St, San Francisco, CA 94109","Chong, Edmond And Mei Wan Chong",28,0,21,0,0,21,0,0,0,0,0,0,0,0,21,0,0,0,0,,Nob Hill,3,"(37.787104, -122.418367)"
2074,Operational,Candlestick Heights,"833 Jamestown Ave, San Francisco, CA 94124","New Jamestown, LP",196,0,194,0,0,0,20,130,18,26,0,0,0,43,151,0,0,0,0,,Bayview Hunters Point,10,"(37.716631, -122.390544)"
2075,Operational,2175 Market,"2175 Market St, San Francisco, CA 94114","FC 2175 Market, LLC.",88,0,18,0,0,0,11,7,0,0,0,0,0,18,0,0,0,0,0,,Castro/Upper Market,8,"(37.766265, -122.430298)"
2076,Operational,Western Park Apartments,"1280 Laguna St, San Francisco, CA 94115",Northern California Presbyterian Homes & Services,182,0,182,0,0,39,135,8,0,0,0,0,0,182,0,0,0,0,0,,Western Addition,5,"(37.782823, -122.427493)"
2087,Operational,151 Duboce,"149 Duboce Ave, San Francisco, CA 94103",San Francisco Community Land Trust,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,,Mission,8,"(37.769753, -122.423446)"
2097,Operational,308 Turk,"308 Turk St, San Francisco, CA 94102",San Francisco Community Land Trust,20,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,20,0,0,,Tenderloin,6,"(37.782831, -122.414253)"
2115,Operational,Pigeon Palace,"2840 Folsom St, San Francisco, CA 94110",San Francisco Community Land Trust,6,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,,Mission,9,"(37.751843, -122.414102)"
